aa	af:Afar	af-NA:Afar	am:አፋርኛ	ar:الأفارية	ar-AE:الأفارية	ar-BH:الأفارية	ar-DJ:الأفارية	ar-DZ:الأفارية	ar-EG:الأفارية	ar-EH:الأفارية	ar-ER:الأفارية	ar-IL:الأفارية	ar-IQ:الأفارية	ar-JO:الأفارية	ar-KM:الأفارية	ar-KW:الأفارية	ar-LB:الأفارية	ar-LY:الأفارية	ar-MA:الأفارية	ar-MR:الأفارية
sr	af:Serwies	af-NA:Serwies	ak:Sɛbia Kasa	am:ሰርብያኛ	ar:الصربية	ar-AE:الصربية	ar-BH:الصربية	ar-DJ:الصربية	ar-DZ:الصربية	ar-EG:الصربية	ar-EH:الصربية	ar-ER:الصربية	ar-IL:الصربية	ar-IQ:الصربية	ar-JO:الصربية	ar-KM:الصربية	ar-KW:الصربية	ar-LB:الصربية	ar-LY:الصربية	ar-MA:الصربية
sr-ME	en:Montenegrin	en-001:Montenegrin	en-150:Montenegrin	en-AE:Montenegrin	en-AG:Montenegrin	en-AI:Montenegrin	en-AS:Montenegrin	en-AT:Montenegrin	en-AU:Montenegrin	en-BB:Montenegrin	en-BE:Montenegrin	en-BI:Montenegrin	en-BM:Montenegrin	en-BS:Montenegrin	en-BW:Montenegrin	en-BZ:Montenegrin	en-CA:Montenegrin	en-CC:Montenegrin	en-CH:Montenegrin	en-CK:Montenegrin
srn	af:Sranan Tongo	af-NA:Sranan Tongo	am:ስራናን ቶንጎ	ar:السرانان تونجو	ar-AE:السرانان تونجو	ar-BH:السرانان تونجو	ar-DJ:السرانان تونجو	ar-DZ:السرانان تونجو	ar-EG:السرانان تونجو	ar-EH:السرانان تونجو	ar-ER:السرانان تونجو	ar-IL:السرانان تونجو	ar-IQ:السرانان تونجو	ar-JO:السرانان تونجو	ar-KM:السرانان تونجو	ar-KW:السرانان تونجو	ar-LB:السرانان تونجو	ar-LY:السرانان تونجو	ar-MA:السرانان تونجو	ar-MR:السرانان تونجو
srr	ar:السرر	ar-AE:السرر	ar-BH:السرر	ar-DJ:السرر	ar-DZ:السرر	ar-EG:السرر	ar-EH:السرر	ar-ER:السرر	ar-IL:السرر	ar-IQ:السرر	ar-JO:السرر	ar-KM:السرر	ar-KW:السرر	ar-LB:السرر	ar-LY:السرر	ar-MA:السرر	ar-MR:السرر	ar-OM:السرر	ar-PS:السرر	ar-QA:السرر
ss	af:Swazi	af-NA:Swazi	am:ስዋቲ	ar:السواتي	ar-AE:السواتي	ar-BH:السواتي	ar-DJ:السواتي	ar-DZ:السواتي	ar-EG:السواتي	ar-EH:السواتي	ar-ER:السواتي	ar-IL:السواتي	ar-IQ:السواتي	ar-JO:السواتي	ar-KM:السواتي	ar-KW:السواتي	ar-LB:السواتي	ar-LY:السواتي	ar-MA:السواتي	ar-MR:السواتي
ssy	af:Saho	af-NA:Saho	am:ሳሆኛ	ar:لغة الساهو	ar-AE:لغة الساهو	ar-BH:لغة الساهو	ar-DJ:لغة الساهو	ar-DZ:لغة الساهو	ar-EG:لغة الساهو	ar-EH:لغة الساهو	ar-ER:لغة الساهو	ar-IL:لغة الساهو	ar-IQ:لغة الساهو	ar-JO:لغة الساهو	ar-KM:لغة الساهو	ar-KW:لغة الساهو	ar-LB:لغة الساهو	ar-LY:لغة الساهو	ar-MA:لغة الساهو	ar-MR:لغة الساهو
st	af:Suid-Sotho	af-NA:Suid-Sotho	am:ደቡባዊ ሶቶ	ar:السوتو الجنوبية	ar-AE:السوتو الجنوبية	ar-BH:السوتو الجنوبية	ar-DJ:السوتو الجنوبية	ar-DZ:السوتو الجنوبية	ar-EG:السوتو الجنوبية	ar-EH:السوتو الجنوبية	ar-ER:السوتو الجنوبية	ar-IL:السوتو الجنوبية	ar-IQ:السوتو الجنوبية	ar-JO:السوتو الجنوبية	ar-KM:السوتو الجنوبية	ar-KW:السوتو الجنوبية	ar-LB:السوتو الجنوبية	ar-LY:السوتو الجنوبية	ar-MA:السوتو الجنوبية	ar-MR:السوتو الجنوبية
stq	ast:frisón de Saterland	cs:fríština (saterlandská)	cy:Ffriseg Saterland	de:Saterfriesisch	de-AT:Saterfriesisch	de-BE:Saterfriesisch	de-CH:Saterfriesisch	de-IT:Saterfriesisch	de-LI:Saterfriesisch	de-LU:Saterfriesisch	dsb:saterfrizišćina	en:Saterland Frisian	en-001:Saterland Frisian	en-150:Saterland Frisian	en-AE:Saterland Frisian	en-AG:Saterland Frisian	en-AI:Saterland Frisian	en-AS:Saterland Frisian	en-AT:Saterland Frisian	en-AU:Saterland Frisian
str	af:Straits Salish	af-NA:Straits Salish	am:ስትሬይትስ ስታሊሽ	ar:سترايتس ساليش	ar-AE:سترايتس ساليش	ar-BH:سترايتس ساليش	ar-DJ:سترايتس ساليش	ar-DZ:سترايتس ساليش	ar-EG:سترايتس ساليش	ar-EH:سترايتس ساليش	ar-ER:سترايتس ساليش	ar-IL:سترايتس ساليش	ar-IQ:سترايتس ساليش	ar-JO:سترايتس ساليش	ar-KM:سترايتس ساليش	ar-KW:سترايتس ساليش	ar-LB:سترايتس ساليش	ar-LY:سترايتس ساليش	ar-MA:سترايتس ساليش	ar-MR:سترايتس ساليش
su	af:Sundanees	af-NA:Sundanees	ak:Sunda Kasa	am:ሱዳንኛ	ar:السوندانية	ar-AE:السوندانية	ar-BH:السوندانية	ar-DJ:السوندانية	ar-DZ:السوندانية	ar-EG:السوندانية	ar-EH:السوندانية	ar-ER:السوندانية	ar-IL:السوندانية	ar-IQ:السوندانية	ar-JO:السوندانية	ar-KM:السوندانية	ar-KW:السوندانية	ar-LB:السوندانية	ar-LY:السوندانية	ar-MA:السوندانية
suk	af:Sukuma	af-NA:Sukuma	am:ሱኩማ	ar:السوكوما	ar-AE:السوكوما	ar-BH:السوكوما	ar-DJ:السوكوما	ar-DZ:السوكوما	ar-EG:السوكوما	ar-EH:السوكوما	ar-ER:السوكوما	ar-IL:السوكوما	ar-IQ:السوكوما	ar-JO:السوكوما	ar-KM:السوكوما	ar-KW:السوكوما	ar-LB:السوكوما	ar-LY:السوكوما	ar-MA:السوكوما	ar-MR:السوكوما
sus	ar:السوسو	ar-AE:السوسو	ar-BH:السوسو	ar-DJ:السوسو	ar-DZ:السوسو	ar-EG:السوسو	ar-EH:السوسو	ar-ER:السوسو	ar-IL:السوسو	ar-IQ:السوسو	ar-JO:السوسو	ar-KM:السوسو	ar-KW:السوسو	ar-LB:السوسو	ar-LY:السوسو	ar-MA:السوسو	ar-MR:السوسو	ar-OM:السوسو	ar-PS:السوسو	ar-QA:السوسو
sux	ar:السومارية	ar-AE:السومارية	ar-BH:السومارية	ar-DJ:السومارية	ar-DZ:السومارية	ar-EG:السومارية	ar-EH:السومارية	ar-ER:السومارية	ar-IL:السومارية	ar-IQ:السومارية	ar-JO:السومارية	ar-KM:السومارية	ar-KW:السومارية	ar-LB:السومارية	ar-LY:السومارية	ar-MA:السومارية	ar-MR:السومارية	ar-OM:السومارية	ar-PS:السومارية	ar-QA:السومارية
suz	ba:сунвар	cv:сунвар чӗлхи	et:sunvari	fi:sunwar	gd:Sunwar	ia:sunuwar	ku:sunwarî	ku-Latn:sunwarî	ku-Latn-IQ:sunwarî	ku-Latn-SY:sunwarî	ku-TR:sunwarî	sc:sunwar	shn:သုၼ်ႇဝႃႇ	shn-TH:သုၼ်ႇဝႃႇ
sv	af:Sweeds	af-NA:Sweeds	agq:Suedìs	ak:Sweden kasa	am:ስዊድንኛ	ar:السويدية	ar-AE:السويدية	ar-BH:السويدية	ar-DJ:السويدية	ar-DZ:السويدية	ar-EG:السويدية	ar-EH:السويدية	ar-ER:السويدية	ar-IL:السويدية	ar-IQ:السويدية	ar-JO:السويدية	ar-KM:السويدية	ar-KW:السويدية	ar-LB:السويدية	ar-LY:السويدية
sw	af:Swahili	af-NA:Swahili	ak:Swahili	am:ስዋሂሊኛ	ar:السواحلية	ar-AE:السواحلية	ar-BH:السواحلية	ar-DJ:السواحلية	ar-DZ:السواحلية	ar-EG:السواحلية	ar-EH:السواحلية	ar-ER:السواحلية	ar-IL:السواحلية	ar-IQ:السواحلية	ar-JO:السواحلية	ar-KM:السواحلية	ar-KW:السواحلية	ar-LB:السواحلية	ar-LY:السواحيلية	ar-MA:السواحلية
sw-CD	am:ኮንጎ ስዋሂሊ	ar:الكونغو السواحلية	ar-AE:الكونغو السواحلية	ar-BH:الكونغو السواحلية	ar-DJ:الكونغو السواحلية	ar-DZ:الكونغو السواحلية	ar-EG:الكونغو السواحلية	ar-EH:الكونغو السواحلية	ar-ER:الكونغو السواحلية	ar-IL:الكونغو السواحلية	ar-IQ:الكونغو السواحلية	ar-JO:الكونغو السواحلية	ar-KM:الكونغو السواحلية	ar-KW:الكونغو السواحلية	ar-LB:الكونغو السواحلية	ar-LY:السواحيلية الكونغولية	ar-MA:الكونغو السواحلية	ar-MR:الكونغو السواحلية	ar-OM:الكونغو السواحلية	ar-PS:الكونغو السواحلية
swb	af:Comoraans	af-NA:Comoraans	am:ኮሞሪያን	ar:القمرية	ar-AE:القمرية	ar-BH:القمرية	ar-DJ:القمرية	ar-DZ:القمرية	ar-EG:القمرية	ar-EH:القمرية	ar-ER:القمرية	ar-IL:القمرية	ar-IQ:القمرية	ar-JO:القمرية	ar-KM:القمرية	ar-KW:القمرية	ar-LB:القمرية	ar-LY:القمرية	ar-MA:القمرية	ar-MR:القمرية
syc	am:ክላሲክ ኔይራ	ar:سريانية تقليدية	ar-AE:سريانية تقليدية	ar-BH:سريانية تقليدية	ar-DJ:سريانية تقليدية	ar-DZ:سريانية تقليدية	ar-EG:سريانية تقليدية	ar-EH:سريانية تقليدية	ar-ER:سريانية تقليدية	ar-IL:سريانية تقليدية	ar-IQ:سريانية تقليدية	ar-JO:سريانية تقليدية	ar-KM:سريانية تقليدية	ar-KW:سريانية تقليدية	ar-LB:سريانية تقليدية	ar-LY:سريانية تقليدية	ar-MA:سريانية تقليدية	ar-MR:سريانية تقليدية	ar-OM:سريانية تقليدية	ar-PS:سريانية تقليدية
syr	af:Siries	af-NA:Siries	ak:Siiria Kasa	am:ሲሪያክ	ar:السريانية	ar-AE:السريانية	ar-BH:السريانية	ar-DJ:السريانية	ar-DZ:السريانية	ar-EG:السريانية	ar-EH:السريانية	ar-ER:السريانية	ar-IL:السريانية	ar-IQ:السريانية	ar-JO:السريانية	ar-KM:السريانية	ar-KW:السريانية	ar-LB:السريانية	ar-LY:السريانية	ar-MA:السريانية
szl	af:Silesies	af-NA:Silesies	ak:Silesiafoɔ Kasa	am:ሲሌሲያኛ	ar:السيليزية	ar-AE:السيليزية	ar-BH:السيليزية	ar-DJ:السيليزية	ar-DZ:السيليزية	ar-EG:السيليزية	ar-EH:السيليزية	ar-ER:السيليزية	ar-IL:السيليزية	ar-IQ:السيليزية	ar-JO:السيليزية	ar-KM:السيليزية	ar-KW:السيليزية	ar-LB:السيليزية	ar-LY:السيليزية	ar-MA:السيليزية
ta	af:Tamil	af-NA:Tamil	agq:Tamì	ak:Tamil kasa	am:ታሚል	ar:التاميلية	ar-AE:التاميلية	ar-BH:التاميلية	ar-DJ:التاميلية	ar-DZ:التاميلية	ar-EG:التاميلية	ar-EH:التاميلية	ar-ER:التاميلية	ar-IL:التاميلية	ar-IQ:التاميلية	ar-JO:التاميلية	ar-KM:التاميلية	ar-KW:التاميلية	ar-LB:التاميلية	ar-LY:التاميلية
tce	af:Suid-Tutchone	af-NA:Suid-Tutchone	am:ደቡባዊ ቱትቾን	ar:التوتشون الجنوبية	ar-AE:التوتشون الجنوبية	ar-BH:التوتشون الجنوبية	ar-DJ:التوتشون الجنوبية	ar-DZ:التوتشون الجنوبية	ar-EG:التوتشون الجنوبية	ar-EH:التوتشون الجنوبية	ar-ER:التوتشون الجنوبية	ar-IL:التوتشون الجنوبية	ar-IQ:التوتشون الجنوبية	ar-JO:التوتشون الجنوبية	ar-KM:التوتشون الجنوبية	ar-KW:التوتشون الجنوبية	ar-LB:التوتشون الجنوبية	ar-LY:التوتشون الجنوبية	ar-MA:التوتشون الجنوبية	ar-MR:التوتشون الجنوبية
tcy	ast:tulu	br:touloueg	cs:tuluština	cy:Tulu	de:Tulu	de-AT:Tulu	de-BE:Tulu	de-CH:Tulu	de-IT:Tulu	de-LI:Tulu	de-LU:Tulu	en:Tulu	en-001:Tulu	en-150:Tulu	en-AE:Tulu	en-AG:Tulu	en-AI:Tulu	en-AS:Tulu	en-AT:Tulu	en-AU:Tulu
te	af:Teloegoe	af-NA:Teloegoe	ak:Telugu	am:ተሉጉ	ar:التيلوغوية	ar-AE:التيلوغوية	ar-BH:التيلوغوية	ar-DJ:التيلوغوية	ar-DZ:التيلوغوية	ar-EG:التيلوغوية	ar-EH:التيلوغوية	ar-ER:التيلوغوية	ar-IL:التيلوغوية	ar-IQ:التيلوغوية	ar-JO:التيلوغوية	ar-KM:التيلوغوية	ar-KW:التيلوغوية	ar-LB:التيلوغوية	ar-LY:التيلوغوية	ar-MA:التيلوغوية
tem	af:Timne	af-NA:Timne	am:ቲምኔ	ar:التيمن	ar-AE:التيمن	ar-BH:التيمن	ar-DJ:التيمن	ar-DZ:التيمن	ar-EG:التيمن	ar-EH:التيمن	ar-ER:التيمن	ar-IL:التيمن	ar-IQ:التيمن	ar-JO:التيمن	ar-KM:التيمن	ar-KW:التيمن	ar-LB:التيمن	ar-LY:التيمن	ar-MA:التيمن	ar-MR:التيمن
teo	af:Teso	af-NA:Teso	am:ቴሶ	ar:تيسو	ar-AE:تيسو	ar-BH:تيسو	ar-DJ:تيسو	ar-DZ:تيسو	ar-EG:تيسو	ar-EH:تيسو	ar-ER:تيسو	ar-IL:تيسو	ar-IQ:تيسو	ar-JO:تيسو	ar-KM:تيسو	ar-KW:تيسو	ar-LB:تيسو	ar-LY:تيسو	ar-MA:تيسو	ar-MR:تيسو
ter	ar:التيرينو	ar-AE:التيرينو	ar-BH:التيرينو	ar-DJ:التيرينو	ar-DZ:التيرينو	ar-EG:التيرينو	ar-EH:التيرينو	ar-ER:التيرينو	ar-IL:التيرينو	ar-IQ:التيرينو	ar-JO:التيرينو	ar-KM:التيرينو	ar-KW:التيرينو	ar-LB:التيرينو	ar-LY:التيرينو	ar-MA:التيرينو	ar-MR:التيرينو	ar-OM:التيرينو	ar-PS:التيرينو	ar-QA:التيرينو
tet	af:Tetoem	af-NA:Tetoem	am:ቴተም	ar:التيتم	ar-AE:التيتم	ar-BH:التيتم	ar-DJ:التيتم	ar-DZ:التيتم	ar-EG:التيتم	ar-EH:التيتم	ar-ER:التيتم	ar-IL:التيتم	ar-IQ:التيتم	ar-JO:التيتم	ar-KM:التيتم	ar-KW:التيتم	ar-LB:التيتم	ar-LY:التيتم	ar-MA:التيتم	ar-MR:التيتم
tg	af:Tadjiks	af-NA:Tadjiks	ak:Tɛgyeke kasa	am:ታጂክ	ar:الطاجيكية	ar-AE:الطاجيكية	ar-BH:الطاجيكية	ar-DJ:الطاجيكية	ar-DZ:الطاجيكية	ar-EG:الطاجيكية	ar-EH:الطاجيكية	ar-ER:الطاجيكية	ar-IL:الطاجيكية	ar-IQ:الطاجيكية	ar-JO:الطاجيكية	ar-KM:الطاجيكية	ar-KW:الطاجيكية	ar-LB:الطاجيكية	ar-LY:الطاجيكية	ar-MA:الطاجيكية
tgx	af:Tagish	af-NA:Tagish	am:ታጊሽ	ar:التاغيش	ar-AE:التاغيش	ar-BH:التاغيش	ar-DJ:التاغيش	ar-DZ:التاغيش	ar-EG:التاغيش	ar-EH:التاغيش	ar-ER:التاغيش	ar-IL:التاغيش	ar-IQ:التاغيش	ar-JO:التاغيش	ar-KM:التاغيش	ar-KW:التاغيش	ar-LB:التاغيش	ar-LY:التاغيش	ar-MA:التاغيش	ar-MR:التاغيش
th	af:Thai	af-NA:Thai	agq:Tàe	ak:Taeland kasa	am:ታይ	ar:التايلاندية	ar-AE:التايلاندية	ar-BH:التايلاندية	ar-DJ:التايلاندية	ar-DZ:التايلاندية	ar-EG:التايلاندية	ar-EH:التايلاندية	ar-ER:التايلاندية	ar-IL:التايلاندية	ar-IQ:التايلاندية	ar-JO:التايلاندية	ar-KM:التايلاندية	ar-KW:التايلاندية	ar-LB:التايلاندية	ar-LY:التايلاندية
tht	af:Tahltan	af-NA:Tahltan	am:ታህልታን	ar:التالتان	ar-AE:التالتان	ar-BH:التالتان	ar-DJ:التالتان	ar-DZ:التالتان	ar-EG:التالتان	ar-EH:التالتان	ar-ER:التالتان	ar-IL:التالتان	ar-IQ:التالتان	ar-JO:التالتان	ar-KM:التالتان	ar-KW:التالتان	ar-LB:التالتان	ar-LY:التالتان	ar-MA:التالتان	ar-MR:التالتان
ti	af:Tigrinja	af-NA:Tigrinja	ak:Tigrinya kasa	am:ትግርኛ	ar:التغرينية	ar-AE:التغرينية	ar-BH:التغرينية	ar-DJ:التغرينية	ar-DZ:التغرينية	ar-EG:التغرينية	ar-EH:التغرينية	ar-ER:التغرينية	ar-IL:التغرينية	ar-IQ:التغرينية	ar-JO:التغرينية	ar-KM:التغرينية	ar-KW:التغرينية	ar-LB:التغرينية	ar-LY:التيغرينية	ar-MA:التغرينية
tig	af:Tigre	af-NA:Tigre	am:ትግረ	ar:التيغرية	ar-AE:التيغرية	ar-BH:التيغرية	ar-DJ:التيغرية	ar-DZ:التيغرية	ar-EG:التيغرية	ar-EH:التيغرية	ar-ER:التيغرية	ar-IL:التيغرية	ar-IQ:التيغرية	ar-JO:التيغرية	ar-KM:التيغرية	ar-KW:التيغرية	ar-LB:التيغرية	ar-LY:التيغرية	ar-MA:التيغرية	ar-MR:التيغرية
tiv	ar:التيف	ar-AE:التيف	ar-BH:التيف	ar-DJ:التيف	ar-DZ:التيف	ar-EG:التيف	ar-EH:التيف	ar-ER:التيف	ar-IL:التيف	ar-IQ:التيف	ar-JO:التيف	ar-KM:التيف	ar-KW:التيف	ar-LB:التيف	ar-LY:التيف	ar-MA:التيف	ar-MR:التيف	ar-OM:التيف	ar-PS:التيف	ar-QA:التيف
tk	af:Turkmeens	af-NA:Turkmeens	ak:Tɛkmɛnistan Kasa	am:ቱርክሜን	ar:التركمانية	ar-AE:التركمانية	ar-BH:التركمانية	ar-DJ:التركمانية	ar-DZ:التركمانية	ar-EG:التركمانية	ar-EH:التركمانية	ar-ER:التركمانية	ar-IL:التركمانية	ar-IQ:التركمانية	ar-JO:التركمانية	ar-KM:التركمانية	ar-KW:التركمانية	ar-LB:التركمانية	ar-LY:التركمانية	ar-MA:التركمانية
tkl	ar:التوكيلاو	ar-AE:التوكيلاو	ar-BH:التوكيلاو	ar-DJ:التوكيلاو	ar-DZ:التوكيلاو	ar-EG:التوكيلاو	ar-EH:التوكيلاو	ar-ER:التوكيلاو	ar-IL:التوكيلاو	ar-IQ:التوكيلاو	ar-JO:التوكيلاو	ar-KM:التوكيلاو	ar-KW:التوكيلاو	ar-LB:التوكيلاو	ar-LY:التوكيلاو	ar-MA:التوكيلاو	ar-MR:التوكيلاو	ar-OM:التوكيلاو	ar-PS:التوكيلاو	ar-QA:التوكيلاو
tkr	ast:tsakhur	ca:tsakhur	ca-AD:tsakhur	ca-ES-valencia:tsakhur	ca-FR:tsakhur	ca-IT:tsakhur	cs:cachurština	cy:Tsakhureg	de:Tsachurisch	de-AT:Tsachurisch	de-BE:Tsachurisch	de-CH:Tsachurisch	de-IT:Tsachurisch	de-LI:Tsachurisch	de-LU:Tsachurisch	en:Tsakhur	en-001:Tsakhur	en-150:Tsakhur	en-AE:Tsakhur	en-AG:Tsakhur
tl	am:ታጋሎገኛ	ar:التاغالوغية	ar-AE:التاغالوغية	ar-BH:التاغالوغية	ar-DJ:التاغالوغية	ar-DZ:التاغالوغية	ar-EG:التاغالوغية	ar-EH:التاغالوغية	ar-ER:التاغالوغية	ar-IL:التاغالوغية	ar-IQ:التاغالوغية	ar-JO:التاغالوغية	ar-KM:التاغالوغية	ar-KW:التاغالوغية	ar-LB:التاغالوغية	ar-LY:التاغالوغية	ar-MA:التاغالوغية	ar-MR:التاغالوغية	ar-OM:التاغالوغية	ar-PS:التاغالوغية
tlh	af:Klingon	af-NA:Klingon	am:ክሊንጎን	ar:الكلينجون	ar-AE:الكلينجون	ar-BH:الكلينجون	ar-DJ:الكلينجون	ar-DZ:الكلينجون	ar-EG:الكلينجون	ar-EH:الكلينجون	ar-ER:الكلينجون	ar-IL:الكلينجون	ar-IQ:الكلينجون	ar-JO:الكلينجون	ar-KM:الكلينجون	ar-KW:الكلينجون	ar-LB:الكلينجون	ar-LY:الكلينجون	ar-MA:الكلينجون	ar-MR:الكلينجون
tli	af:Tlingit	af-NA:Tlingit	am:ትሊንጊት	ar:التلينغيتية	ar-AE:التلينغيتية	ar-BH:التلينغيتية	ar-DJ:التلينغيتية	ar-DZ:التلينغيتية	ar-EG:التلينغيتية	ar-EH:التلينغيتية	ar-ER:التلينغيتية	ar-IL:التلينغيتية	ar-IQ:التلينغيتية	ar-JO:التلينغيتية	ar-KM:التلينغيتية	ar-KW:التلينغيتية	ar-LB:التلينغيتية	ar-LY:التلينغيتية	ar-MA:التلينغيتية	ar-MR:التلينغيتية
tly	ast:talixín	ca:talix	ca-AD:talix	ca-ES-valencia:talix	ca-FR:talix	ca-IT:talix	cs:talyština	cy:Talysheg	de:Talisch	de-AT:Talisch	de-BE:Talisch	de-CH:Talisch	de-IT:Talisch	de-LI:Talisch	de-LU:Talisch	en:Talysh	en-001:Talysh	en-150:Talysh	en-AE:Talysh	en-AG:Talysh
tmh	ar:التاماشيك	ar-AE:التاماشيك	ar-BH:التاماشيك	ar-DJ:التاماشيك	ar-DZ:التاماشيك	ar-EG:التاماشيك	ar-EH:التاماشيك	ar-ER:التاماشيك	ar-IL:التاماشيك	ar-IQ:التاماشيك	ar-JO:التاماشيك	ar-KM:التاماشيك	ar-KW:التاماشيك	ar-LB:التاماشيك	ar-LY:التاماشيك	ar-MA:التاماشيك	ar-MR:التاماشيك	ar-OM:التاماشيك	ar-PS:التاماشيك	ar-QA:التاماشيك
