231A..231B    ; Basic_Emoji                  ; watch..hourglass done                                          # E0.6   [2] (⌚..⌛)
2195 FE0E  ; text style;  # (1.1) UP DOWN ARROW
2195 FE0F  ; emoji style; # (1.1) UP DOWN ARROW
2196 FE0E  ; text style;  # (1.1) NORTH WEST ARROW
2196 FE0F  ; emoji style; # (1.1) NORTH WEST ARROW
2197 FE0E  ; text style;  # (1.1) NORTH EAST ARROW
2197 FE0F  ; emoji style; # (1.1) NORTH EAST ARROW
2198 FE0E  ; text style;  # (1.1) SOUTH EAST ARROW
2198 FE0F  ; emoji style; # (1.1) SOUTH EAST ARROW
2199 FE0E  ; text style;  # (1.1) SOUTH WEST ARROW
2199 FE0F  ; emoji style; # (1.1) SOUTH WEST ARROW
21A9 FE0E  ; text style;  # (1.1) LEFTWARDS ARROW WITH HOOK
21A9 FE0F  ; emoji style; # (1.1) LEFTWARDS ARROW WITH HOOK
21AA FE0E  ; text style;  # (1.1) RIGHTWARDS ARROW WITH HOOK
21AA FE0F  ; emoji style; # (1.1) RIGHTWARDS ARROW WITH HOOK
231A FE0E  ; text style;  # (1.1) WATCH
231A FE0F  ; emoji style; # (1.1) WATCH
231B FE0E  ; text style;  # (1.1) HOURGLASS
231B FE0F  ; emoji style; # (1.1) HOURGLASS
2328 FE0E  ; text style;  # (1.1) KEYBOARD
2328 FE0F  ; emoji style; # (1.1) KEYBOARD
23CF FE0E  ; text style;  # (4.0) EJECT SYMBOL
23CF FE0F  ; emoji style; # (4.0) EJECT SYMBOL
23E9 FE0E  ; text style;  # (6.0) BLACK RIGHT-POINTING DOUBLE TRIANGLE
23E9 FE0F  ; emoji style; # (6.0) BLACK RIGHT-POINTING DOUBLE TRIANGLE
23EA FE0E  ; text style;  # (6.0) BLACK LEFT-POINTING DOUBLE TRIANGLE
23EA FE0F  ; emoji style; # (6.0) BLACK LEFT-POINTING DOUBLE TRIANGLE
23EB FE0E  ; text style;  # (6.0) BLACK UP-POINTING DOUBLE TRIANGLE
23EB FE0F  ; emoji style; # (6.0) BLACK UP-POINTING DOUBLE TRIANGLE
23EC FE0E  ; text style;  # (6.0) BLACK DOWN-POINTING DOUBLE TRIANGLE
23EC FE0F  ; emoji style; # (6.0) BLACK DOWN-POINTING DOUBLE TRIANGLE
23ED FE0E  ; text style;  # (6.0) BLACK RIGHT-POINTING DOUBLE TRIANGLE WITH VERTICAL BAR
23ED FE0F  ; emoji style; # (6.0) BLACK RIGHT-POINTING DOUBLE TRIANGLE WITH VERTICAL BAR
23EE FE0E  ; text style;  # (6.0) BLACK LEFT-POINTING DOUBLE TRIANGLE WITH VERTICAL BAR
23EE FE0F  ; emoji style; # (6.0) BLACK LEFT-POINTING DOUBLE TRIANGLE WITH VERTICAL BAR
23EF FE0E  ; text style;  # (6.0) BLACK RIGHT-POINTING TRIANGLE WITH DOUBLE VERTICAL BAR
23EF FE0F  ; emoji style; # (6.0) BLACK RIGHT-POINTING TRIANGLE WITH DOUBLE VERTICAL BAR
23F0 FE0E  ; text style;  # (6.0) ALARM CLOCK
23F0 FE0F  ; emoji style; # (6.0) ALARM CLOCK
23F1 FE0E  ; text style;  # (6.0) STOPWATCH
23F1 FE0F  ; emoji style; # (6.0) STOPWATCH
23F2 FE0E  ; text style;  # (6.0) TIMER CLOCK
23F2 FE0F  ; emoji style; # (6.0) TIMER CLOCK
23F3 FE0E  ; text style;  # (6.0) HOURGLASS WITH FLOWING SAND
23F3 FE0F  ; emoji style; # (6.0) HOURGLASS WITH FLOWING SAND
23F8 FE0E  ; text style;  # (7.0) DOUBLE VERTICAL BAR
23F8 FE0F  ; emoji style; # (7.0) DOUBLE VERTICAL BAR
23F9 FE0E  ; text style;  # (7.0) BLACK SQUARE FOR STOP
23F9 FE0F  ; emoji style; # (7.0) BLACK SQUARE FOR STOP
23FA FE0E  ; text style;  # (7.0) BLACK CIRCLE FOR RECORD
23FA FE0F  ; emoji style; # (7.0) BLACK CIRCLE FOR RECORD
24C2 FE0E  ; text style;  # (1.1) CIRCLED LATIN CAPITAL LETTER M
24C2 FE0F  ; emoji style; # (1.1) CIRCLED LATIN CAPITAL LETTER M
25AA FE0E  ; text style;  # (1.1) BLACK SMALL SQUARE
25AA FE0F  ; emoji style; # (1.1) BLACK SMALL SQUARE
25AB FE0E  ; text style;  # (1.1) WHITE SMALL SQUARE
25AB FE0F  ; emoji style; # (1.1) WHITE SMALL SQUARE
25B6 FE0E  ; text style;  # (1.1) BLACK RIGHT-POINTING TRIANGLE
25B6 FE0F  ; emoji style; # (1.1) BLACK RIGHT-POINTING TRIANGLE
25C0 FE0E  ; text style;  # (1.1) BLACK LEFT-POINTING TRIANGLE
25C0 FE0F  ; emoji style; # (1.1) BLACK LEFT-POINTING TRIANGLE
25FB FE0E  ; text style;  # (3.2) WHITE MEDIUM SQUARE
25FB FE0F  ; emoji style; # (3.2) WHITE MEDIUM SQUARE
25FC FE0E  ; text style;  # (3.2) BLACK MEDIUM SQUARE
25FC FE0F  ; emoji style; # (3.2) BLACK MEDIUM SQUARE
25FD FE0E  ; text style;  # (3.2) WHITE MEDIUM SMALL SQUARE
25FD FE0F  ; emoji style; # (3.2) WHITE MEDIUM SMALL SQUARE
25FE FE0E  ; text style;  # (3.2) BLACK MEDIUM SMALL SQUARE
25FE FE0F  ; emoji style; # (3.2) BLACK MEDIUM SMALL SQUARE
2600 FE0E  ; text style;  # (1.1) BLACK SUN WITH RAYS
2600 FE0F  ; emoji style; # (1.1) BLACK SUN WITH RAYS
2601 FE0E  ; text style;  # (1.1) CLOUD
2601 FE0F  ; emoji style; # (1.1) CLOUD
2602 FE0E  ; text style;  # (1.1) UMBRELLA
2602 FE0F  ; emoji style; # (1.1) UMBRELLA
2603 FE0E  ; text style;  # (1.1) SNOWMAN
2603 FE0F  ; emoji style; # (1.1) SNOWMAN
2604 FE0E  ; text style;  # (1.1) COMET
2604 FE0F  ; emoji style; # (1.1) COMET
260E FE0E  ; text style;  # (1.1) BLACK TELEPHONE
260E FE0F  ; emoji style; # (1.1) BLACK TELEPHONE
2611 FE0E  ; text style;  # (1.1) BALLOT BOX WITH CHECK
2611 FE0F  ; emoji style; # (1.1) BALLOT BOX WITH CHECK
2614 FE0E  ; text style;  # (4.0) UMBRELLA WITH RAIN DROPS
2614 FE0F  ; emoji style; # (4.0) UMBRELLA WITH RAIN DROPS
2615 FE0E  ; text style;  # (4.0) HOT BEVERAGE
2615 FE0F  ; emoji style; # (4.0) HOT BEVERAGE
2618 FE0E  ; text style;  # (4.1) SHAMROCK
2618 FE0F  ; emoji style; # (4.1) SHAMROCK
261D FE0E  ; text style;  # (1.1) WHITE UP POINTING INDEX
261D FE0F  ; emoji style; # (1.1) WHITE UP POINTING INDEX
2620 FE0E  ; text style;  # (1.1) SKULL AND CROSSBONES
2620 FE0F  ; emoji style; # (1.1) SKULL AND CROSSBONES
2622 FE0E  ; text style;  # (1.1) RADIOACTIVE SIGN
2622 FE0F  ; emoji style; # (1.1) RADIOACTIVE SIGN
2623 FE0E  ; text style;  # (1.1) BIOHAZARD SIGN
2623 FE0F  ; emoji style; # (1.1) BIOHAZARD SIGN
2626 FE0E  ; text style;  # (1.1) ORTHODOX CROSS
2626 FE0F  ; emoji style; # (1.1) ORTHODOX CROSS
262A FE0E  ; text style;  # (1.1) STAR AND CRESCENT
262A FE0F  ; emoji style; # (1.1) STAR AND CRESCENT
262E FE0E  ; text style;  # (1.1) PEACE SYMBOL
262E FE0F  ; emoji style; # (1.1) PEACE SYMBOL
262F FE0E  ; text style;  # (1.1) YIN YANG
262F FE0F  ; emoji style; # (1.1) YIN YANG
2638 FE0E  ; text style;  # (1.1) WHEEL OF DHARMA
2638 FE0F  ; emoji style; # (1.1) WHEEL OF DHARMA
2639 FE0E  ; text style;  # (1.1) WHITE FROWNING FACE
2639 FE0F  ; emoji style; # (1.1) WHITE FROWNING FACE
263A FE0E  ; text style;  # (1.1) WHITE SMILING FACE
263A FE0F  ; emoji style; # (1.1) WHITE SMILING FACE
2640 FE0E  ; text style;  # (1.1) FEMALE SIGN
2640 FE0F  ; emoji style; # (1.1) FEMALE SIGN
2642 FE0E  ; text style;  # (1.1) MALE SIGN
2642 FE0F  ; emoji style; # (1.1) MALE SIGN
2648 FE0E  ; text style;  # (1.1) ARIES
2648 FE0F  ; emoji style; # (1.1) ARIES
2649 FE0E  ; text style;  # (1.1) TAURUS
2649 FE0F  ; emoji style; # (1.1) TAURUS
264A FE0E  ; text style;  # (1.1) GEMINI
264A FE0F  ; emoji style; # (1.1) GEMINI
264B FE0E  ; text style;  # (1.1) CANCER
264B FE0F  ; emoji style; # (1.1) CANCER
264C FE0E  ; text style;  # (1.1) LEO
264C FE0F  ; emoji style; # (1.1) LEO
264D FE0E  ; text style;  # (1.1) VIRGO
264D FE0F  ; emoji style; # (1.1) VIRGO
264E FE0E  ; text style;  # (1.1) LIBRA
264E FE0F  ; emoji style; # (1.1) LIBRA
264F FE0E  ; text style;  # (1.1) SCORPIUS
264F FE0F  ; emoji style; # (1.1) SCORPIUS
2650 FE0E  ; text style;  # (1.1) SAGITTARIUS
2650 FE0F  ; emoji style; # (1.1) SAGITTARIUS
2651 FE0E  ; text style;  # (1.1) CAPRICORN
2651 FE0F  ; emoji style; # (1.1) CAPRICORN
2652 FE0E  ; text style;  # (1.1) AQUARIUS
2652 FE0F  ; emoji style; # (1.1) AQUARIUS
2653 FE0E  ; text style;  # (1.1) PISCES
2653 FE0F  ; emoji style; # (1.1) PISCES
265F FE0E  ; text style;  # (1.1) BLACK CHESS PAWN
265F FE0F  ; emoji style; # (1.1) BLACK CHESS PAWN
2660 FE0E  ; text style;  # (1.1) BLACK SPADE SUIT
2660 FE0F  ; emoji style; # (1.1) BLACK SPADE SUIT
2663 FE0E  ; text style;  # (1.1) BLACK CLUB SUIT
2663 FE0F  ; emoji style; # (1.1) BLACK CLUB SUIT
2665 FE0E  ; text style;  # (1.1) BLACK HEART SUIT
2665 FE0F  ; emoji style; # (1.1) BLACK HEART SUIT
2666 FE0E  ; text style;  # (1.1) BLACK DIAMOND SUIT
2666 FE0F  ; emoji style; # (1.1) BLACK DIAMOND SUIT
2668 FE0E  ; text style;  # (1.1) HOT SPRINGS
2668 FE0F  ; emoji style; # (1.1) HOT SPRINGS
267B FE0E  ; text style;  # (3.2) BLACK UNIVERSAL RECYCLING SYMBOL
267B FE0F  ; emoji style; # (3.2) BLACK UNIVERSAL RECYCLING SYMBOL
267E FE0E  ; text style;  # (4.1) PERMANENT PAPER SIGN
267E FE0F  ; emoji style; # (4.1) PERMANENT PAPER SIGN
267F FE0E  ; text style;  # (4.1) WHEELCHAIR SYMBOL
267F FE0F  ; emoji style; # (4.1) WHEELCHAIR SYMBOL
2692 FE0E  ; text style;  # (4.1) HAMMER AND PICK
2692 FE0F  ; emoji style; # (4.1) HAMMER AND PICK
2693 FE0E  ; text style;  # (4.1) ANCHOR
2693 FE0F  ; emoji style; # (4.1) ANCHOR
2694 FE0E  ; text style;  # (4.1) CROSSED SWORDS
2694 FE0F  ; emoji style; # (4.1) CROSSED SWORDS
2695 FE0E  ; text style;  # (4.1) STAFF OF AESCULAPIUS
2695 FE0F  ; emoji style; # (4.1) STAFF OF AESCULAPIUS
2696 FE0E  ; text style;  # (4.1) SCALES
2696 FE0F  ; emoji style; # (4.1) SCALES
2697 FE0E  ; text style;  # (4.1) ALEMBIC
2697 FE0F  ; emoji style; # (4.1) ALEMBIC
2699 FE0E  ; text style;  # (4.1) GEAR
2699 FE0F  ; emoji style; # (4.1) GEAR
269B FE0E  ; text style;  # (4.1) ATOM SYMBOL
269B FE0F  ; emoji style; # (4.1) ATOM SYMBOL
269C FE0E  ; text style;  # (4.1) FLEUR-DE-LIS
269C FE0F  ; emoji style; # (4.1) FLEUR-DE-LIS
26A0 FE0E  ; text style;  # (4.0) WARNING SIGN
26A0 FE0F  ; emoji style; # (4.0) WARNING SIGN
26A1 FE0E  ; text style;  # (4.0) HIGH VOLTAGE SIGN
26A1 FE0F  ; emoji style; # (4.0) HIGH VOLTAGE SIGN
26A7 FE0E  ; text style;  # (4.1) MALE WITH STROKE AND MALE AND FEMALE SIGN
26A7 FE0F  ; emoji style; # (4.1) MALE WITH STROKE AND MALE AND FEMALE SIGN
26AA FE0E  ; text style;  # (4.1) MEDIUM WHITE CIRCLE
26AA FE0F  ; emoji style; # (4.1) MEDIUM WHITE CIRCLE
26AB FE0E  ; text style;  # (4.1) MEDIUM BLACK CIRCLE
26AB FE0F  ; emoji style; # (4.1) MEDIUM BLACK CIRCLE
26B0 FE0E  ; text style;  # (4.1) COFFIN
26B0 FE0F  ; emoji style; # (4.1) COFFIN
26B1 FE0E  ; text style;  # (4.1) FUNERAL URN
26B1 FE0F  ; emoji style; # (4.1) FUNERAL URN
26BD FE0E  ; text style;  # (5.2) SOCCER BALL
26BD FE0F  ; emoji style; # (5.2) SOCCER BALL
26BE FE0E  ; text style;  # (5.2) BASEBALL
26BE FE0F  ; emoji style; # (5.2) BASEBALL
26C4 FE0E  ; text style;  # (5.2) SNOWMAN WITHOUT SNOW
26C4 FE0F  ; emoji style; # (5.2) SNOWMAN WITHOUT SNOW
26C5 FE0E  ; text style;  # (5.2) SUN BEHIND CLOUD
26C5 FE0F  ; emoji style; # (5.2) SUN BEHIND CLOUD
26C8 FE0E  ; text style;  # (5.2) THUNDER CLOUD AND RAIN
26C8 FE0F  ; emoji style; # (5.2) THUNDER CLOUD AND RAIN
26CE FE0E  ; text style;  # (6.0) OPHIUCHUS
26CE FE0F  ; emoji style; # (6.0) OPHIUCHUS
26CF FE0E  ; text style;  # (5.2) PICK
26CF FE0F  ; emoji style; # (5.2) PICK
26D1 FE0E  ; text style;  # (5.2) HELMET WITH WHITE CROSS
26D1 FE0F  ; emoji style; # (5.2) HELMET WITH WHITE CROSS
26D3 FE0E  ; text style;  # (5.2) CHAINS
26D3 FE0F  ; emoji style; # (5.2) CHAINS
26D4 FE0E  ; text style;  # (5.2) NO ENTRY
26D4 FE0F  ; emoji style; # (5.2) NO ENTRY
26E9 FE0E  ; text style;  # (5.2) SHINTO SHRINE
26E9 FE0F  ; emoji style; # (5.2) SHINTO SHRINE
26EA FE0E  ; text style;  # (5.2) CHURCH
26EA FE0F  ; emoji style; # (5.2) CHURCH
26F0 FE0E  ; text style;  # (5.2) MOUNTAIN
26F0 FE0F  ; emoji style; # (5.2) MOUNTAIN
26F1 FE0E  ; text style;  # (5.2) UMBRELLA ON GROUND
26F1 FE0F  ; emoji style; # (5.2) UMBRELLA ON GROUND
26F2 FE0E  ; text style;  # (5.2) FOUNTAIN
26F2 FE0F  ; emoji style; # (5.2) FOUNTAIN
26F3 FE0E  ; text style;  # (5.2) FLAG IN HOLE
26F3 FE0F  ; emoji style; # (5.2) FLAG IN HOLE
26F4 FE0E  ; text style;  # (5.2) FERRY
26F4 FE0F  ; emoji style; # (5.2) FERRY
26F5 FE0E  ; text style;  # (5.2) SAILBOAT
26F5 FE0F  ; emoji style; # (5.2) SAILBOAT
26F7 FE0E  ; text style;  # (5.2) SKIER
26F7 FE0F  ; emoji style; # (5.2) SKIER
26F8 FE0E  ; text style;  # (5.2) ICE SKATE
26F8 FE0F  ; emoji style; # (5.2) ICE SKATE
26F9 FE0E  ; text style;  # (5.2) PERSON WITH BALL
26F9 FE0F  ; emoji style; # (5.2) PERSON WITH BALL
26FA FE0E  ; text style;  # (5.2) TENT
26FA FE0F  ; emoji style; # (5.2) TENT
26FD FE0E  ; text style;  # (5.2) FUEL PUMP
26FD FE0F  ; emoji style; # (5.2) FUEL PUMP
2702 FE0E  ; text style;  # (1.1) BLACK SCISSORS
2702 FE0F  ; emoji style; # (1.1) BLACK SCISSORS
2705 FE0E  ; text style;  # (6.0) WHITE HEAVY CHECK MARK
2705 FE0F  ; emoji style; # (6.0) WHITE HEAVY CHECK MARK
2708 FE0E  ; text style;  # (1.1) AIRPLANE
2708 FE0F  ; emoji style; # (1.1) AIRPLANE
2709 FE0E  ; text style;  # (1.1) ENVELOPE
2709 FE0F  ; emoji style; # (1.1) ENVELOPE
270A FE0E  ; text style;  # (6.0) RAISED FIST
270A FE0F  ; emoji style; # (6.0) RAISED FIST
270B FE0E  ; text style;  # (6.0) RAISED HAND
270B FE0F  ; emoji style; # (6.0) RAISED HAND
270C FE0E  ; text style;  # (1.1) VICTORY HAND
270C FE0F  ; emoji style; # (1.1) VICTORY HAND
270D FE0E  ; text style;  # (1.1) WRITING HAND
270D FE0F  ; emoji style; # (1.1) WRITING HAND
270F FE0E  ; text style;  # (1.1) PENCIL
270F FE0F  ; emoji style; # (1.1) PENCIL
2712 FE0E  ; text style;  # (1.1) BLACK NIB
2712 FE0F  ; emoji style; # (1.1) BLACK NIB
2714 FE0E  ; text style;  # (1.1) HEAVY CHECK MARK
2714 FE0F  ; emoji style; # (1.1) HEAVY CHECK MARK
2716 FE0E  ; text style;  # (1.1) HEAVY MULTIPLICATION X
2716 FE0F  ; emoji style; # (1.1) HEAVY MULTIPLICATION X
271D FE0E  ; text style;  # (1.1) LATIN CROSS
271D FE0F  ; emoji style; # (1.1) LATIN CROSS
2721 FE0E  ; text style;  # (1.1) STAR OF DAVID
2721 FE0F  ; emoji style; # (1.1) STAR OF DAVID
2728 FE0E  ; text style;  # (6.0) SPARKLES
2728 FE0F  ; emoji style; # (6.0) SPARKLES
2733 FE0E  ; text style;  # (1.1) EIGHT SPOKED ASTERISK
2733 FE0F  ; emoji style; # (1.1) EIGHT SPOKED ASTERISK
2734 FE0E  ; text style;  # (1.1) EIGHT POINTED BLACK STAR
2734 FE0F  ; emoji style; # (1.1) EIGHT POINTED BLACK STAR
2744 FE0E  ; text style;  # (1.1) SNOWFLAKE
2744 FE0F  ; emoji style; # (1.1) SNOWFLAKE
2747 FE0E  ; text style;  # (1.1) SPARKLE
2747 FE0F  ; emoji style; # (1.1) SPARKLE
274C FE0E  ; text style;  # (6.0) CROSS MARK
274C FE0F  ; emoji style; # (6.0) CROSS MARK
274E FE0E  ; text style;  # (6.0) NEGATIVE SQUARED CROSS MARK
274E FE0F  ; emoji style; # (6.0) NEGATIVE SQUARED CROSS MARK
2753 FE0E  ; text style;  # (6.0) BLACK QUESTION MARK ORNAMENT
2753 FE0F  ; emoji style; # (6.0) BLACK QUESTION MARK ORNAMENT
2754 FE0E  ; text style;  # (6.0) WHITE QUESTION MARK ORNAMENT
2754 FE0F  ; emoji style; # (6.0) WHITE QUESTION MARK ORNAMENT
2755 FE0E  ; text style;  # (6.0) WHITE EXCLAMATION MARK ORNAMENT
2755 FE0F  ; emoji style; # (6.0) WHITE EXCLAMATION MARK ORNAMENT
2757 FE0E  ; text style;  # (5.2) HEAVY EXCLAMATION MARK SYMBOL
2757 FE0F  ; emoji style; # (5.2) HEAVY EXCLAMATION MARK SYMBOL
2763 FE0E  ; text style;  # (1.1) HEAVY HEART EXCLAMATION MARK ORNAMENT
2763 FE0F  ; emoji style; # (1.1) HEAVY HEART EXCLAMATION MARK ORNAMENT
2764 FE0E  ; text style;  # (1.1) HEAVY BLACK HEART
2764 FE0F  ; emoji style; # (1.1) HEAVY BLACK HEART
2795 FE0E  ; text style;  # (6.0) HEAVY PLUS SIGN
2795 FE0F  ; emoji style; # (6.0) HEAVY PLUS SIGN
2796 FE0E  ; text style;  # (6.0) HEAVY MINUS SIGN
2796 FE0F  ; emoji style; # (6.0) HEAVY MINUS SIGN
2797 FE0E  ; text style;  # (6.0) HEAVY DIVISION SIGN
2797 FE0F  ; emoji style; # (6.0) HEAVY DIVISION SIGN
27A1 FE0E  ; text style;  # (1.1) BLACK RIGHTWARDS ARROW
27A1 FE0F  ; emoji style; # (1.1) BLACK RIGHTWARDS ARROW
27B0 FE0E  ; text style;  # (6.0) CURLY LOOP
27B0 FE0F  ; emoji style; # (6.0) CURLY LOOP
27BF FE0E  ; text style;  # (6.0) DOUBLE CURLY LOOP
27BF FE0F  ; emoji style; # (6.0) DOUBLE CURLY LOOP
2934 FE0E  ; text style;  # (3.2) ARROW POINTING RIGHTWARDS THEN CURVING UPWARDS
2934 FE0F  ; emoji style; # (3.2) ARROW POINTING RIGHTWARDS THEN CURVING UPWARDS
2935 FE0E  ; text style;  # (3.2) ARROW POINTING RIGHTWARDS THEN CURVING DOWNWARDS
2935 FE0F  ; emoji style; # (3.2) ARROW POINTING RIGHTWARDS THEN CURVING DOWNWARDS
2B05 FE0E  ; text style;  # (4.0) LEFTWARDS BLACK ARROW
2B05 FE0F  ; emoji style; # (4.0) LEFTWARDS BLACK ARROW
2B06 FE0E  ; text style;  # (4.0) UPWARDS BLACK ARROW
2B06 FE0F  ; emoji style; # (4.0) UPWARDS BLACK ARROW
2B07 FE0E  ; text style;  # (4.0) DOWNWARDS BLACK ARROW
2B07 FE0F  ; emoji style; # (4.0) DOWNWARDS BLACK ARROW
2B1B FE0E  ; text style;  # (5.1) BLACK LARGE SQUARE
2B1B FE0F  ; emoji style; # (5.1) BLACK LARGE SQUARE
2B1C FE0E  ; text style;  # (5.1) WHITE LARGE SQUARE
2B1C FE0F  ; emoji style; # (5.1) WHITE LARGE SQUARE
2B50 FE0E  ; text style;  # (5.1) WHITE MEDIUM STAR
2B50 FE0F  ; emoji style; # (5.1) WHITE MEDIUM STAR
2B55 FE0E  ; text style;  # (5.2) HEAVY LARGE CIRCLE
2B55 FE0F  ; emoji style; # (5.2) HEAVY LARGE CIRCLE
3030 FE0E  ; text style;  # (1.1) WAVY DASH
3030 FE0F  ; emoji style; # (1.1) WAVY DASH
303D FE0E  ; text style;  # (3.2) PART ALTERNATION MARK
303D FE0F  ; emoji style; # (3.2) PART ALTERNATION MARK
3297 FE0E  ; text style;  # (1.1) CIRCLED IDEOGRAPH CONGRATULATION
3297 FE0F  ; emoji style; # (1.1) CIRCLED IDEOGRAPH CONGRATULATION
3299 FE0E  ; text style;  # (1.1) CIRCLED IDEOGRAPH SECRET
3299 FE0F  ; emoji style; # (1.1) CIRCLED IDEOGRAPH SECRET
1F004 FE0E ; text style;  # (5.1) MAHJONG TILE RED DRAGON
1F004 FE0F ; emoji style; # (5.1) MAHJONG TILE RED DRAGON
1F170 FE0E ; text style;  # (6.0) NEGATIVE SQUARED LATIN CAPITAL LETTER A
1F170 FE0F ; emoji style; # (6.0) NEGATIVE SQUARED LATIN CAPITAL LETTER A
1F171 FE0E ; text style;  # (6.0) NEGATIVE SQUARED LATIN CAPITAL LETTER B
1F171 FE0F ; emoji style; # (6.0) NEGATIVE SQUARED LATIN CAPITAL LETTER B
1F17E FE0E ; text style;  # (6.0) NEGATIVE SQUARED LATIN CAPITAL LETTER O
1F17E FE0F ; emoji style; # (6.0) NEGATIVE SQUARED LATIN CAPITAL LETTER O
1F17F FE0E ; text style;  # (5.2) NEGATIVE SQUARED LATIN CAPITAL LETTER P
1F17F FE0F ; emoji style; # (5.2) NEGATIVE SQUARED LATIN CAPITAL LETTER P
1F202 FE0E ; text style;  # (6.0) SQUARED KATAKANA SA
1F202 FE0F ; emoji style; # (6.0) SQUARED KATAKANA SA
1F21A FE0E ; text style;  # (5.2) SQUARED CJK UNIFIED IDEOGRAPH-7121
1F21A FE0F ; emoji style; # (5.2) SQUARED CJK UNIFIED IDEOGRAPH-7121
1F22F FE0E ; text style;  # (5.2) SQUARED CJK UNIFIED IDEOGRAPH-6307
1F22F FE0F ; emoji style; # (5.2) SQUARED CJK UNIFIED IDEOGRAPH-6307
1F237 FE0E ; text style;  # (6.0) SQUARED CJK UNIFIED IDEOGRAPH-6708
1F237 FE0F ; emoji style; # (6.0) SQUARED CJK UNIFIED IDEOGRAPH-6708
1F30D FE0E ; text style;  # (6.0) EARTH GLOBE EUROPE-AFRICA
1F30D FE0F ; emoji style; # (6.0) EARTH GLOBE EUROPE-AFRICA
1F30E FE0E ; text style;  # (6.0) EARTH GLOBE AMERICAS
1F30E FE0F ; emoji style; # (6.0) EARTH GLOBE AMERICAS
1F30F FE0E ; text style;  # (6.0) EARTH GLOBE ASIA-AUSTRALIA
1F30F FE0F ; emoji style; # (6.0) EARTH GLOBE ASIA-AUSTRALIA
1F315 FE0E ; text style;  # (6.0) FULL MOON SYMBOL
1F315 FE0F ; emoji style; # (6.0) FULL MOON SYMBOL
1F31C FE0E ; text style;  # (6.0) LAST QUARTER MOON WITH FACE
1F31C FE0F ; emoji style; # (6.0) LAST QUARTER MOON WITH FACE
1F321 FE0E ; text style;  # (7.0) THERMOMETER
